,text,label,Stocks,Earnings Report,Company/Stock Evaluation,Market Info
1287,Aveo : Schemes - Final Election Results #Aveo #Stock #MarketScreener https://t.co/rhxFZ6jXXD https://t.co/yPXDpS763e,2,0.7701576419508405,0.22984235804915953,0.0,0.0
1288,Avita Medical : Change in substantial holding from MS #AvitaMedical #Stock #MarketScreener https://t.co/mYwLr0k9V2 https://t.co/h5gFaMEz3H,2,0.999370114786226,0.0,0.000629885213773967,0.0
1289,Axonics prices stock offering at $22,2,0.9840923921695618,0.0,0.01590760783043818,0.0
1290,Axovant's AXO-AAV-GM1 an Orphan Drug in U.S. for GM1 gangliosidosis,2,0.0,0.060552560506968826,0.0030877541046487192,0.9363596853883824
1291,B2B software investor Osage seeks $135m for Fund V,2,0.07428793624043688,0.13076401923091988,0.0,0.7949480445286433
1292,BAE Systems to Provide Intelligence Analysis for Defense Intelligence Agency,2,0.0,0.17252089038556975,0.08496848416855217,0.7425106254458781
1293,Bain Capital nears deal for Italian IT services firm Engineering: sources #economy #MarketScreener… https://t.co/U9Yj5ti8eN,2,0.0,0.0017638049477148874,0.013698030713015482,0.9845381643392697
1294,BankFinancial Corporation Extends Share Repurchase Program  https://t.co/fCzGlh29Vj,2,0.0,0.10015439602981657,0.2098786237774405,0.6899669801927429
1295,"Barra Makes Case For GM to Lead the Future of Cars, But the Market Isn’t Buying",2,0.0,0.0,0.0,1.0
1296,Barrick gearing for more asset sales while considering more copper,2,0.14321536438185237,0.07061062081118809,0.2891411652745161,0.4970328495324434
1297,Battelle To Develop Coal-to-Foam Program,2,0.0,0.0,0.12324022894784988,0.8767597710521501
1298,Baxter International : Gets NYSE Notice Regarding 10-Q Filing #BaxterInternational #Stock #MarketScreener… https://t.co/9j9axtYLE9,2,0.9088428410531421,0.029890769603192875,0.0,0.06126638934366493
1299,Bellerophon to reverse split shares 1:15,2,0.0,0.005727260029047439,0.22205990422065855,0.772212835750294
1300,Beyond Meat enters France,2,0.004410893549845061,0.0,0.0,0.9955891064501549
1301,Big lead for Airbus at Dubai Airshow,2,0.1284612540140097,0.0064572584691171275,0.0020665108778693117,0.863014976639004
1302,Biggest challenges CEO Bob Iger could face in 2020,2,0.040891414720276326,0.49106693890748265,0.0,0.46804164637224105
1303,Biggest ever Baltic private equity fund hits final close,2,0.09979267165789485,0.0,0.003262098596687925,0.8969452297454172
1304,BioArctic teams up with Eisai to further characterize Alzheimer's candidate BAN2401,2,0.1433116990259284,0.0,0.010960353276950083,0.8457279476971215
1305,BlackRock : Energy and Resources Income Trust Plc - Net Asset Value(s) #BlackRock #Stock #MarketScreener… https://t.co/ZB7ErkO8nJ,2,0.9678058242043862,0.01805403859823963,0.014140137197374093,0.0
1306,BlackRock Frontiers Investment Trust : Net Asset Value(s) #BlackRockFrontiersInvestmentTrust #Stock #MarketScreener… https://t.co/Af8ZoSZ6Km,2,0.9816445215811392,0.005690705300660699,0.012664773118199975,0.0
1307,BlackRock Income and Growth Investment Trust : Net Asset Value(s)  #Stock #MarketScreener https://t.co/80teyeCgQy https://t.co/of2ZX4atd8,2,0.9439462586363114,0.009238099458973009,0.04210439049595404,0.004711251408761478
1308,BlackRock North American Income Trust : Net Asset Value(s)  #Stock #MarketScreener https://t.co/8w1inFr6iT https://t.co/zeDpRsHu3e,2,0.9930017847758977,0.0,0.006998215224102208,0.0
1309,Blackstone chips in $400m for gene therapy JV with Ferring,2,0.0352567419283723,0.1800897762424693,0.0,0.7846534818291584
1310,Blackstone to invest $400 million in gene therapy venture with Ferring,2,0.0,0.01545730228489633,0.0,0.9845426977151037
1311,Blackstone to Name Jain as Senior Managing Director in India,2,0.2510497294684896,0.09066711256940517,0.03553746603905655,0.6227456919230486
1312,"Blackstone's Motel 6 Owes 2,000 Guests for Giving Names to Immigration Officials",2,0.0400769137604716,0.03955222854955785,0.0,0.9203708576899705
1313,Blades boss Wilder 'drained' by VAR controversies #economy #MarketScreener https://t.co/HNnogLdXMa https://t.co/C6htUkzpci,2,0.3797129809490822,0.0,0.0,0.6202870190509179
1314,Boeing asked to redesign 737 planes after deadly 2018 flight: RPT,2,0.19759799191790434,0.0,0.0,0.8024020080820956
1315,Boeing board meets as company considers 737 MAX production changes,2,0.10818793741792863,0.07443469445097109,0.03176241749401155,0.7856149506370886
1316,Boeing close to winning order for 737 MAX from Turkey's SunExpress: sources,2,0.0904542016970559,0.0,0.0,0.909545798302944
1317,Boeing mulls trimming or suspending 737 MAX production - WSJ,2,0.039670267419177056,0.002716746596598363,0.02941667055642129,0.9281963154278032
1318,Boeing scraps for deals at Dubai Air Show,2,0.00468335024372572,0.0,0.0018716894252983377,0.993444960330976
1319,Boeing to give Southwest board 737 MAX update this week,2,0.10870288425023823,0.0,0.0,0.8912971157497617
1320,"Boeing unveils largest version of its embattled 737 Max plane, despite crisis https://t.co/khaAnu5uPW",2,0.07195403227618061,0.0,0.0,0.9280459677238194
1321,Boeing Weighs Cutting or Halting 737 MAX Production: WSJ,2,0.15370281828358784,0.0,0.04038182502926418,0.805915356687148
1322,"Boeing, Airbus kept in suspense over big Dubai jet deals",2,0.027739288432669748,6.863879787360038e-05,0.0,0.9721920727694566
1323,Boeing's Embattled Max Gets Key Win in First Post-Grounding Deal,2,0.0,0.05207241999115217,0.0015779988446351504,0.9463495811642126
1324,Bombardier Global 7500 Aircraft Receives Prestigious 2019 Ontario Professional Engineers Award - GlobeNewswire,2,0.0,0.0013186189917570518,0.10084049761930537,0.8978408833889376
1325,"Booz Allen Hamilton to Host Conference Call to Discuss Third Quarter Fiscal 2020 Results on Friday, January 31, 2020",2,0.004992045930904241,0.9844453372874968,0.0,0.010562616781598907
1326,"Botswana Sells Rights to Kill Elephants for $43,000 Per Head",2,0.2295186783094815,0.0,0.0,0.7704813216905185
1327,Boyd Gaming pulls off financing move,2,0.11957670426689519,0.058348470824575505,0.0,0.8220748249085292
1328,BREAKING NEWS: AccendoWave Digital Drug Opioid Alternative Releases Home-Use Product https://t.co/O89txp8upn https://t.co/FlW06XoXQV,2,0.21937312100857598,0.05908898104102708,0.037561315956135086,0.6839765819942619
1329,Brierley Unveils New Branding,2,0.0,0.0,0.07713943603295509,0.9228605639670449
1330,Britain's Aston Martin talking to investors as reviews funding,2,0.030867797196634208,0.062203331076702444,0.0,0.9069288717266634
1331,"Britain's Aviva to retain Singapore, China operations",2,0.0,0.0,0.01242287216265544,0.9875771278373446
1332,British Airways agrees pay deal to end strikes https://t.co/sJelgqJFhA,2,0.005729852542262389,0.0,0.0,0.9942701474577377
1333,Brookside Energy : Next Sycamore Well Delivers Another Stunning Result #BrooksideEnergy #Stock #MarketScreener… https://t.co/5vgnXN1Yao,2,0.7430242542783366,0.2569757457216634,0.0,0.0
1334,Burger King says it never promised Impossible Whoppers were vegan https://t.co/oZCnoupsYV https://t.co/lauoccNH0n,2,0.0,0.0,0.0,1.0
1335,BW Talks with Verizon CEO Hans Vestberg (Podcast),2,0.0,0.533280205332686,0.0,0.46671979466731395
1336,ByteDance beats Baidu in digital ad revenue,2,0.0,0.0,1.0,0.0
1337,Cadbury Candy Maker Sees ‘No Stopping of Growth’ in Demand,2,0.0,0.0,0.17660810357818738,0.8233918964218127
1338,"Cadillac has big changes ahead, including new model names and electrification by 2030",2,0.03530899955188956,0.0,0.02262680477497717,0.9420641956731333
1339,Calgon Carbon Corporation Announces Global Price Increase for 2020  https://t.co/i7pooa6dWY,2,0.35144551771301774,0.0904817367919091,0.14216442146465635,0.41590832403041683
1340,"Calyxt Achieves 2020 Soybean Contracted Acreage Goal of 100,000 Acres",2,0.08647936498406741,0.03124502088374737,0.09053093582805934,0.7917446783041259
1341,Can Activision Blizzard Repeat Its Strong Year In 2020?,2,0.07849583443832653,0.1843431061043899,0.15944929124375526,0.5777117682135283
1342,Can Ford Bounce Back in 2020?,2,0.15409565752368823,0.007003311966237814,0.0,0.8389010305100739
1343,"Canada's De Havilland inks order for 20 turboprops; bets on Middle East, Africa",2,0.13625141170800706,0.0,0.14155349265194594,0.722195095640047
1344,Canadian National Railway on watch amid strike,2,0.07052726406819351,0.09768335224742081,0.022794159537423468,0.8089952241469622
1345,Canadian provinces on board with AbbVie's Skyrizi,2,0.29460647637130966,0.05641178431902286,0.2500769451445362,0.3989047941651312
1346,Cannabis company Acreage secures financing that will not dilute terms of Canopy deal,2,0.0033182646326739233,0.0674842581206388,0.009025641459404798,0.9201718357872825
1347,Cannabis company Neptune Wellness to amend and restate processing agreement with Canopy Growth,2,0.06230536800257425,0.10482953304655074,0.17808607361200998,0.654779025338865
1348,Capstone Turbine wins flare gas project order from Ecopetrol,2,0.05479623144126521,0.0,0.060038013248342015,0.8851657553103928
1349,Carpetright : Form 8.5 (EPT/RI) - Carpetright PLC #Carpetright #Stock #MarketScreener https://t.co/uLEuVewtTs https://t.co/J8n92NhB8i,2,1.0,0.0,0.0,0.0
1350,Carvana Brings The New Way to Buy a Car™ to Utah,2,0.1690620591293325,0.0,0.03724042265587432,0.7936975182147932
1351,Cases Involving Rs 3.75 Lakh Crore Disposed Of At IBC Pre-Admission Stage,2,0.005818677480362391,0.0,0.0,0.9941813225196375
1352,Caterpillar celebrates 90th NYSE anniversary,2,0.1820961098840692,0.06861335176061986,0.1974790845564922,0.5518114537988186
1353,cbdMD’s CBD PM and CBD Freeze Awarded 2020 Product of the Year,2,0.046572267843725694,0.21123775395854125,0.1857507415421696,0.5564392366555634
1354,"CDPQ teams with Piramal again, launches $300m Indian private credit platform",2,0.01743899923058939,0.0,0.1732940200167369,0.8092669807526737
1355,"Central GST Collection At Rs 3.26 Lakh Crore In FY20, Says Anurag Thakur",2,0.0,0.0,0.0,1.0
1356,CFOAM : Update on the proposed strategic transaction with CONSOL #CFOAM #Stock #MarketScreener… https://t.co/MoqAVpJ7kj,2,0.7974225509215489,0.0,0.0,0.20257744907845104
1357,ChargePoint and NATSO Launch Collaborative to Significantly Expand EV Charging Along Nation’s Highways and in Rural Communities,2,0.05441256622569939,0.043056079693403554,0.06652133369758641,0.8360100203833106
1358,China Feihe : EXCHANGE NOTICE - RESUMPTION OF TRADING #ChinaFeihe #Stock #MarketScreener https://t.co/lmfATX6ZEX https://t.co/SOvZMfAhDb,2,0.9273112833294279,0.0,0.0,0.07268871667057217
1359,China International Marine Containers : ANNOUNCEMENT OF POLL RESULTS OF THE SECOND EXTRAOR... #Stock… https://t.co/IqA6b94iSv,2,0.014504982606084762,0.6362742548564754,0.021510018687348437,0.3277107438500915
1360,China Threatens Germany With Retaliation If Huawei 5G Is Banned,2,0.0,0.0,0.010772715487317534,0.9892272845126825
1361,China Threatens Retaliation Should Germany Ban Huawei 5G,2,0.0,0.0,0.010772715487317534,0.9892272845126825
1362,China Zheshang Bank : ARTICLES OF ASSOCIATION  #Stock #MarketScreener https://t.co/qt8NIXZAOS https://t.co/JkKXJv9cYl,2,0.9234479090926269,0.0,0.0,0.07655209090737312
1363,"China's Chip Quest Is All Heart, Not Enough Brain",2,0.0,0.0,0.012641160721391277,0.9873588392786087
1364,Chuck Akre's Biggest Transactions for the 3rd Quarter,2,0.09773431013373772,0.4750844595245857,0.08782008983150534,0.3393611405101713
1365,Chuy's Holdings to trim underperforming stores,2,0.13669337247436805,0.302571384460782,0.3174142904939741,0.2433209525708757
1366,Citi launches high-yield online checking,2,0.06321177336628613,0.0,0.1374647571253891,0.7993234695083248
1367,Clipper Logistics : Form 8.5 (EPT/NON-RI) #ClipperLogistics #Stock #MarketScreener https://t.co/rNkBoMQKT1 https://t.co/M8aGFKBxvM,2,1.0,0.0,0.0,0.0
1368,Clover : Results of 2019 CLV Annual General Meeting #Clover #Stock #MarketScreener https://t.co/U4JCQnvZcR https://t.co/PeFdXBAgq1,2,0.7675896284867184,0.23241037151328164,0.0,0.0
1369,Co’s that have issued #guidance in the last 30 days https://t.co/AjoAUkKrVG $SJM $HIBB $ATKR $AES $IIIV $GPS $OOMA… https://t.co/Gv6PJfhehU,2,0.2488988359132939,0.057518920384105006,0.20756321545448034,0.4860190282481207
1370,Cobalt Blue : Chairman's Address to Shareholders #CobaltBlue #Stock #MarketScreener https://t.co/GViLjGmUzH https://t.co/jb8sBXZ8YD,2,1.0,0.0,0.0,0.0
1371,Cobham : Form 8.5 (EPT/NON-RI) #Cobham #Stock #MarketScreener https://t.co/OdUzXXcPZF https://t.co/cQYH9403XJ,2,1.0,0.0,0.0,0.0
1372,Coca-Cola marrying one hit and one miss to create new flavor for Coke,2,0.0,0.0,0.5470820986910252,0.4529179013089748
1373,Cofinimmo : BlackRock - Transparency notification #Cofinimmo #Stock #MarketScreener https://t.co/FB0q5gsYqs https://t.co/uPMHoDp7zw,2,1.0,0.0,0.0,0.0
1374,Coima Res S p A : Acquisition of Microsoft's Headquarters in Milan Porta Nuova completed  #Stock #MarketScreener… https://t.co/L6AfpqzkWe,2,1.0,0.0,0.0,0.0
1375,"Columbia Care, NewLake Capital Enter $35M Sale-Leaseback Agreement",2,0.11528268113869122,0.09945698933953093,0.09011435111170481,0.6951459784100731
1376,Comtech Telecommunications Corp. Awarded $1.2 Million Contract for Military Ka-band TWTAs,2,0.14143086120400913,0.3502208921193796,0.08464266833204365,0.4237055783445676
1377,Comtech Telecommunications Corp. Receives $1.3 Million Contract for Military Ku-band TWTA Systems,2,0.040601473027045476,0.17549501533993944,0.17303116675567834,0.6108723448773369
1378,Consumer engagement drives Sydney gas network charges draft decision: AER #economy #MarketScreener… https://t.co/P4eS9yOemy,2,0.0,0.0,0.004774170395288226,0.9952258296047117
1379,Bank Of Baroda To Exit Trinidad And Tobago,2,0.23836658550017914,0.13577244402720393,0.0,0.625860970472617
1380,"Container Service Returning To Portland, Oregon",2,0.047832686427811584,0.17060368815443416,0.100003697082991,0.6815599283347633
1381,Continental Announces Investment of New Automotive Manufacturing Location in Texas,2,0.0,0.015313301748275268,0.09621618530810498,0.8884705129436198
1382,Continental pares back ahead of emissions crackdown,2,0.15119904182710805,0.050232290676981005,0.0,0.7985686674959109
1383,Continual Technological Advancements Land Innovator In FreightTech 25,2,0.013809388108756808,0.0,0.0,0.9861906118912432
1384,Cool Planet to Explore Strategic Options With Carbon Negative Fuels Technology,2,0.18621418659851202,0.1887470448775286,0.2456594081889052,0.37937936033505404
1385,CoolSys Opens New Southern California Training Center for Its Technicians,2,0.007537876054386971,0.0,0.03092625572746107,0.961535868218152
1386,Corbus Pharma completes patient enrollment in mid-stage lenabasum study for CF,2,0.19587717201868154,0.13565628937822452,0.042738868238208945,0.6257276703648851
1387,Cosmo Energy : FY2019 2Q Financial Results Explanatory Meeting -Q&A (PDF/297K)  #Stock #MarketScreener… https://t.co/61ShLibmmQ,2,0.7139841239463385,0.2800681695380208,0.005947706515640768,0.0
1388,"Costco is selling special avocados that stay ripe for twice as long, thanks to this Bill Gates-backed start-up. 🥑… https://t.co/pgAyWvKAm9",2,0.0478541146911616,0.007796015521145463,0.0,0.944349869787693
1389,Coziron Resources : Multi-Commodity Potential at Shepherds Well Project #CozironResources #Stock #MarketScreener… https://t.co/cARGG7KToa,2,1.0,0.0,0.0,0.0
1390,Credit Suisse Chairman Says He Has a Lot of Shareholder Support,2,0.0,0.0,0.007329965677467781,0.9926700343225323
1391,Credit Suisse’s Top Investor Wants Chairman to Follow CEO Out,2,0.11400621331421674,0.3167047425560086,0.035572368427034366,0.5337166757027403
1392,Credit Suisse's Giant Repair Job Is Only Just Beginning,2,0.0,0.04545747475129823,0.1275211086692918,0.82702141657941
1393,Crowd Media : CEO's AGM Presentation #CrowdMedia #Stock #MarketScreener https://t.co/jLVjlZKLqQ https://t.co/1rg9EX36y6,2,0.7213510358989902,0.27864896410100976,0.0,0.0
1394,Cybersecurity experts launch Crosspoint Capital Partners,2,0.1263674596257421,0.10271336694984194,0.18245452586095598,0.58846464756346
1395,CYL: Joint Venture with St Barbara on Drummartin project #StBarbara #Stock #MarketScreener https://t.co/XpAPQX0LAj https://t.co/GChQDreykw,2,1.0,0.0,0.0,0.0
1396,Cynata Therapeutics : CYP Files Application to Commence Phase 2 CLI Clinical Trial #CynataTherapeutics #Stock… https://t.co/WcFhiKZF2S,2,0.07212615161526793,0.09122313014922184,0.0880938222969663,0.7485568959385439
1397,Dallas’ Imaginuity Ranks 16th on 2019 Dallas 100 https://t.co/FxT5vSjvYX https://t.co/amRGOJDO5k,2,0.0,0.0,0.0,1.0
1398,Damaged Tyson beef plant set to reopen,2,0.06166164175481829,0.0,0.04358494408334167,0.8947534141618401
1399,Danaos Corporation announces $55M equity offering,2,0.12942649032236006,0.308767195345735,0.19455893848321848,0.3672473758486864
1400,Danish Transport Giant Girds for ‘Chaotic’ U.K.-EU Negotiations,2,0.11598405546318825,0.0,0.0,0.8840159445368118
1401,Data443 Announces New Trading Symbol  https://t.co/CcH9VQUzQq,2,0.01116051643450462,0.006396372433359248,0.026477498256127975,0.9559656128760081
1402,David Rolfe Adds 2 Tech Stocks to Portfolio in 3rd Quarter,2,0.9477282727404249,0.05227172725957507,0.0,0.0
1403,Delayed debut for all-electric Ferrari,2,0.1080441711503684,0.1268563187464165,0.08754979771864392,0.6775497123845712
1404,Demonstrator contract for Franco-German fighter jet project expected by Jan,2,0.043365960905533914,0.12446676686816434,0.051904671889235865,0.7802626003370658
1405,Dicerna inks deal with Novo Nordisk for liver-related cardio-metabolic diseases,2,0.0,0.0,0.0,1.0
1406,Did Amazon finally have its iPhone moment? @JimCramer talks one-day shipping and what it meant for #StockoftheDay... https://t.co/zfeRpY7NNk,2,0.0,0.03685347385763362,0.004407701391763799,0.9587388247506026
1407,Dimerix : Holds Pre-IND Meeting on DMX-200 With FDA #Dimerix #Stock #MarketScreener https://t.co/O0AKK9FS38 https://t.co/vcut3h8fJJ,2,1.0,0.0,0.0,0.0
1408,Direct Lenders Stay in Vogue as Fundraising Tops $23 Billion,2,0.30377023108575174,0.03917207853461838,0.12413997980860574,0.5329177105710241
1409,Disney is giving us Baby Yoda toys for Christmas https://t.co/5sFXnLp63J,2,0.0855132859924677,0.0,0.012296104573008462,0.9021906094345238
1410,Disney Is Ready to Drop a Bomb on Netflix in This Huge Market,2,0.0,0.0,0.0,1.0
1411,Disney sees $100M 'Frozen 2' debut; Rosenblatt boosts target,2,0.47257582757472966,0.0,0.1659171095728715,0.3615070628523989
1412,Disney Streaming Boss Kevin Mayer: App Architecture to Blame for Disney Plus Stumbles - Nasdaq,2,0.2269910988160672,0.0,0.021287828806848482,0.7517210723770843
1413,Disney+ to debut late March in France in exclusive deal with Canal+,2,0.0,0.0,0.0022434184237597734,0.9977565815762403
1414,DOMTAR CORPORATION COMMUNIQUE LES RÉSULTATS PRÉLIMINAIRES DE SON QUATRIÈME TRIMESTRE ET DE SON EXERCICE 2019,2,0.01399470691485357,0.5199358506931157,0.19131996160703324,0.27474948078499745
1415,"Dragon Seats Enters Partnership to Provide Custom, Heated Benches for XFL’s DC Defenders",2,0.06626928384933566,0.14471536609923505,0.07641937528454182,0.7125959747668875
1416,Dragonfly collaborates with Abbvie for autoimmune diseases and oncology,2,0.28292963195951976,0.10802432734932886,0.3562916096924616,0.25275443099868977
1417,Duke Energy prices 25M equity offering,2,0.6140144850852637,0.018807706342942904,0.12416247959499632,0.2430153289767972
1418,Dunkin' Teams with Beyond Meat Ambassador Snoop Dogg for Clothing Line,2,0.07313241536747489,0.027498018726990283,0.22881211793356557,0.6705574479719693
1419,Duxton Broadacre Farms : Changes relating to buy-back - Appendix 3D #DuxtonBroadacreFarms #Stock #MarketScreener… https://t.co/6IoVwrIEHz,2,1.0,0.0,0.0,0.0
1420,Dynatrace Announces Pricing of Follow-On Offering By Selling Stockholders https://t.co/RU85lpY5mQ https://t.co/JOOMOIKPeo,2,0.5789485464556211,0.012264599926681026,0.13752938574837983,0.27125746786931804
1421,"EasyJet seeks to ""do the right thing"" offsetting emissions, critics say fly less",2,0.0009262739129193374,0.02005576827143269,0.0,0.979017957815648
1422,EBay eliminates sneaker selling fees for first time,2,0.0,0.011230245864926797,0.11009316779684952,0.8786765863382235
1423,ECA Marcellus Trust I Announces Receipt of Notice from NYSE Regarding Continued Listing Standards,2,0.20945518022195475,0.16121372200237236,0.05023587072745182,0.5790952270482211
1424,Ecolab Named to CDP Water Security A List for Sustainable Water Management,2,0.11106081543413006,0.06573704489933133,0.3243962373667816,0.498805902299757
1425,Ekso launches upgraded cloud platform to support use of exoskeleton,2,0.05848890035567954,0.0,0.04586896817143772,0.8956421314728827
1426,Electric-Car Onset Leaves Lubricant Industry Facing Kodak’s Fate,2,0.1282963259595797,0.05604065308782321,0.050108712016346826,0.7655543089362503
1427,Eli Lilly : Reyvow Migraine Treatment Available for Prescription Use #EliLillyand #Stock #MarketScreener… https://t.co/8l20k7DcPy,2,1.0,0.0,0.0,0.0
1428,"Elon Musk says Tesla has 146,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/yzgK4mbBTB",2,0.0,0.0,0.0,1.0
1429,elumeo : to close its site in Rome (pdf) #elumeo #Stock #MarketScreener https://t.co/3x3PYyHfKB https://t.co/ZUs0WizSz9,2,1.0,0.0,0.0,0.0
1430,Embraer sells six jets at Dubai Airshow - Day 2,2,0.2505062978692698,0.0,0.0,0.7494937021307302
1431,Emerson’s New Virtual Reality Simulation Improves Workforce Safety and Speeds Training,2,0.0,0.0,0.027741175072190847,0.9722588249278091
1432,Emirates announces $16 billion order for 50 Airbus A350 planes,2,0.0482388332978278,0.14956372951720584,0.07065002512964827,0.7315474120553181
1433,Emirates close to buying 30 Boeing 787 in fleet compromise deal -sources,2,0.2788629368291118,0.0,0.0032032181213871866,0.717933845049501
1434,Emirates Pares Back Wide-Body Airbus Order Amid Fleet Review,2,0.11645389644200439,0.0,0.0,0.8835461035579956
1435,Encana shareholder to vote against move out of Canada,2,0.2846143536939254,0.03466410812534716,0.14545016807121297,0.5352713701095145
1436,Encounter Resources : AGM Chair Address and Presentation #EncounterResources #Stock #MarketScreener… https://t.co/kptkwzjKfZ,2,0.7365771259749372,0.2634228740250628,0.0,0.0
1437,Endologix Announces Preliminary Financial Results and Conference Call for Fourth Quarter and Full-Year 2019,2,0.0,0.9818264758635852,0.012462939487820374,0.005710584648594506
1438,Energy Pipeline Firm Takes $4 Billion Private Equity Buyout,2,0.20145775849336656,0.03529547799309763,0.03744339143205681,0.725803372081479
1439,E-Porsche auf Eispiste: Das Rennsport-Comeback des Porsche-Erben,2,0.0,0.36090483744146074,0.0,0.6390951625585393
1440,EPR Properties sells Charter School portfolio for $454M; lowers FFO guidance for 2019,2,0.11983800866406152,0.060208066951972755,0.30565323332059013,0.5143006910633756
1441,Equinor broadens scope of carbon targets to match rivals,2,0.8019153862544482,0.0,0.1768980571187894,0.02118655662676236
1442,Equinox Wins Silver Lake Funds to Help Take Aim at Peloton,2,0.0,0.0,0.0,1.0
1443,Ericsson Pulls Out of Biggest Mobile Event Due to Virus,2,0.13396689794153532,0.01793507800737161,0.044099327413794256,0.803998696637299
1444,Ericsson Pulls Out of Biggest Mobile Industry Event Due to Virus,2,0.16975757009140857,0.03898743913425555,0.055108233234176116,0.7361467575401598
1445,Ericsson withdraws from MWC on coronavirus worries,2,0.0,0.0,0.0,1.0
1446,"Eskom, which accounts for two-fifths of South Africa’s greenhouse-gas emissions, leads the country’s biggest emitte… https://t.co/eC3HUwQDgf",2,0.09799252783565587,0.0,0.015649009304328623,0.8863584628600155
1447,"ESR Cayman : PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD… https://t.co/za2DQn3iV7",2,0.12743329309218823,0.09493419068725019,0.0,0.7776325162205615
1448,"Estre Ambiental : to Hold its Annual General Meeting on December 20, 2019 #EstreAmbiental #Stock #MarketScreener… https://t.co/AFFuNakugw",2,0.987471221067276,0.01252877893272402,0.0,0.0
1449,Eudonet annonce un chiffre d’affaires récurrent en hausse de 32% pour l’année 2019,2,0.0,0.0,0.0,1.0
1450,Europe Pushes on With Gigafactory Plan to Rival Tesla,2,0.054467198180113925,0.0,0.003620214017802495,0.9419125878020835
1451,Europe Pushes on With Gigafactory Plan to Rival Tesla and China,2,0.00473676812499769,0.0,0.011074887387832077,0.9841883444871703
1452,Exclusive: China's BAIC raising Daimler stake to unseat Geely as top shareholder - sources,2,0.2952958042016834,0.0,0.08304533101318107,0.6216588647851355
1453,Exclusive: China's mobile giants to take on Google's Play store - sources,2,0.0,0.0,0.04280787788884675,0.9571921221111533
1454,"Exclusive: Fearing Huawei curbs, Deutsche Telekom tells Nokia to shape up",2,0.17757002495023863,0.0463903189781572,0.04977916010857124,0.726260495963033
1455,Executives at SoftBank are looking for a way to reduce the size of a $3 billion offer for WeWork stock as part of i… https://t.co/4kqz2W0yhz,2,0.9904710581098707,0.0,0.0,0.009528941890129249
1456,Exelon : Initial Statement of Beneficial Ownership #Exelon #Stock #MarketScreener https://t.co/3h1IS0vjXb https://t.co/Oy6iFfT8bE,2,1.0,0.0,0.0,0.0
1457,Expanded use of J&J's Darzalex OK'd in Europe,2,0.0,0.0,0.0,1.0
1458,Ex-Stanhope Capital execs land $600m in launch of new firm Eighteen48 Partners,2,0.0,0.0,0.07440207922250157,0.9255979207774985
1459,Extraordinary/ Special General Meeting::Voluntary #Shinvest #Stock #MarketScreener https://t.co/vuSekbMzhb https://t.co/dAHCFxPXHG,2,1.0,0.0,0.0,0.0
1460,Exxon and Chevron Targeted by Climate-Activist Shareholder Group,2,0.547638960326813,0.1414412030135885,0.20166982754004634,0.10925000911955217
1461,"Facebook Bans All Content On Vaccine Awareness, Including Facts About Vaccine Ingredients https://t.co/uwwXUaxFCY",2,0.11271927640573852,0.0,0.0122020216191555,0.875078701975106
1462,Facebook co-founder eyes direct listing for Asana https://t.co/d2k631l6Ac,2,0.1293990620047253,0.021440600294111916,0.0796351964323643,0.7695251412687985
1463,Facebook Is Not Making A Key Public Relations Point,2,0.1811579124583461,0.0,0.0,0.818842087541654
1464,Facebook is resisting Attorney General William Barr's calls to delay rollout of encryption technology across its pl… https://t.co/k2SzZ2zsLi,2,0.022171259142012654,0.972036878733653,0.005791862124334274,0.0
1465,Facebook rejects AG Barr's request to stop encryption plans for messaging apps https://t.co/Tkyy7abxUi,2,0.0262282422158804,0.07713348142292382,0.003537779252447623,0.8931004971087482
1466,"Fake doctors, misleading claims drive OxyContin China sales",2,0.00996970428491093,0.0,0.12768938280996447,0.8623409129051246
1467,Fantasia : FURTHER INFORMATION IN RELATION TO THE CO-OPERATION AGREEMENT WITH SHENGYUAN  #Stock #MarketScreener… https://t.co/NkBhcbaRvs,2,1.0,0.0,0.0,0.0
1468,Fat Prophets Pty : FPP Non-Renounceable Rights Issue #FatProphetsPty #Stock #MarketScreener https://t.co/JkAT9QHgBz https://t.co/dQoC6XqvKv,2,1.0,0.0,0.0,0.0
1469,FDA extends action date for Blueprint's avapritinib,2,0.17817032200165409,0.04096502462604226,0.0,0.7808646533723036
1470,FDM : AFL-CIO Endorses USMCA After Successfully Negotiating Improvements #FDM #Stock #MarketScreener… https://t.co/Ja3PJ0uKZB,2,1.0,0.0,0.0,0.0
1471,FDM : Beyer Statement On Announced USMCA Agreement #FDM #Stock #MarketScreener https://t.co/wCCSVghill https://t.co/ghfv2COBGO,2,1.0,0.0,0.0,0.0
1472,FedEx pension plan will close to new hires as company bumps up 401(k) match,2,0.0,0.0030600955920549286,0.03332226938628342,0.9636176350216618
1473,Fiat Chrysler is in the process of two crucial negotiations at the same time. It needs each set of talks to go well… https://t.co/6aU0faZuf3,2,0.007440443587049761,0.0,0.06180777098051207,0.9307517854324381
1474,Fiat looks to thread the needle with UAW deal,2,0.0,0.0,0.018269952861107278,0.9817300471388927
